gai	gai,gãi,gài,gại,gái
vu-phu	vũ phu
dap-an	đáp án
nong-duoc	nông dược
ngun-ngut	ngùn ngụt
nong-duom	nồng đượm
dang-tri	đãng trí,đảng trị
chiem-doat	chiếm đoạt
tan-pha	tàn phá
ra-soat	rà soát
cho-du	cho dù
ong-dia	ông địa
thuy-mac	thủy mạc
nang-luc	năng lực
nang-lua	nắng lửa
bup-phe	búp phê
do-lu	đỏ lừ
thenh-thang	thênh thang
bong-ma	bóng ma
tha-thiet	tha thiết
tram-mac	trầm mặc
no-luc	nỗ lực
lu-luong	lưu lượng
vo-cuc	vô cực
lam-duong	lầm đường
mau-mom	mau mồm
tap-ket	tập kết
bit-bung	bít bùng,bịt bùng
cuoi-xin	cưới xin
ham-hap	hâm hấp,hầm hập
mach-lac	mạch lạc
cau-chi	cấu chí,cầu chì
xem-chung	xem chừng
xoa-diu	xoa dịu
thieu-gi	thiếu gì
nhap-noi	nhập nội
mung-hut	mừng hụt
danh-thuc	đánh thức
the-thi	thế thì
dong-nghet	đông nghẹt
te-nhi	tế nhị
tung-bung	tưng bừng
tu-linh	tứ linh
the-the	the thé
hien-ngon	hiển ngôn
so-bi	so bì
lien-mien	liên miên
thong-dich	thông dịch
thuyen-be	thuyền bè
tiec-dung	tiệc đứng
la-doi	lạ đời
dien-ca	diễn ca
bam-tru	bám trụ
dem-long	đem lòng
chu-vi	chu vi
duoc-mua	được mùa
mien-to	miễn tố
nong-nay	nóng nảy,nóng nẩy
cuong-quit	cuống quít
dia-mao	địa mạo
ngang-nhien	ngang nhiên
mat-met	mặt mẹt
tang-truong	tăng trưởng
vua-qua	vừa qua
bo-re	bỏ rẻ
than-ki	thần kì
nong-nan	nồng nàn
giac-gia	giặc giã
dau-lao	đậu lào
banh-bo	bánh bò
giun-dep	giun dẹp
bo-ro	bó rọ
ke-nghiep	kế nghiệp
suon-suot	sườn sượt
dong-ngu	đồng ngũ,động ngữ
tau-thuyen	tàu thuyền
thai-giam	thái giám
huong-tam	hướng tâm
khuay-khoa	khuây khỏa
tac-luoi	tắc lưỡi,tặc lưỡi
thua-nhan	thừa nhận
can-ngan	can ngăn,cản ngăn
dai-bac	đại bác,Đài Bắc
vien-truong	viện trưởng
go-toi	gỡ tội
mui-gio	múi giờ
uoc-vong	ước vọng
hoc-ky	học kỳ
thu-thu	thủ thư
hiep-dinh	hiệp định
cong-bo	công bố
nhuan-nhi	nhuần nhị
thieng-lieng	thiêng liêng
thoat-vi	thoát vị
het-dat	hết đất
can-chien	cận chiến
noi-chuyen	nói chuyện
bat-nguon	bắt nguồn
nong-tinh	nóng tính
quang-quang	quáng quàng
binh-than	bình thân,bình thản
da-ngon	đa ngôn
truyen-hinh	truyền hình
phong-tay	phóng tay
truong-hoc	trường học
bat-khuat	bất khuất
thong-thoc	thông thốc
tap-tong	tập tọng
tom-luoc	tóm lược
giai-doan	giai đoạn
quan-luat	quân luật
bui-nhui	bùi nhùi
tieu-man	tiểu mãn
khe-khe	khe khé,khe khẽ
dieu-che	điều chế
choc-lat	chốc lát
cho-bua	chợ búa
boc-vac	bốc vác
tham-thut	thậm thụt
dang-nghet	đắng nghét
ngo-dau	ngờ đâu
quang-quac	quang quác,quàng quạc
tai-nguoc	tai ngược
ao-phao	áo phao
khai-vi	khai vị
duc-khoet	đục khoét
nom-dom	nom dòm
ni-co	ni cô
trong-boc	trống bộc
tinh-quai	tinh quái
biet-danh	biệt danh
thin-thit	thin thít
tham-thuy	thâm thúy
dau-cham	dấu chấm
sam-ki	sấm kí
la-lung	lạ lùng
bun-hoa	bùn hoa
de-giun	dẽ giun
thuong-uy	thượng úy
an-hien	ẩn hiện
ben-chi	bền chí
bao-tieu	bao tiêu
van-lieu	văn liệu
rong-rong	ròng ròng,rồng rồng
nan-ni	năn nỉ,nằn nì
sap-mat	sấp mặt
chet-choc	chết chóc
hoi-truong	hội trường,hội trưởng
dung-moi	dung môi
cu-dau	củ đậu
nhan-than	nhân thân
nan-na	nấn ná
doi-thay	đổi thay
long-mi	lông mi
doi-tuong	đối tượng
ngoai-mieng	ngoài miệng
trung-doc	trúng độc
chong-ruong	chống rường
nhan-thau	nhận thầu
de-phan	để phần
khoe-manh	khỏe mạnh
lu-hanh	lưu hành
nam-tuoc	nam tước
ao-canh	áo cánh
di-ghe	dì ghẻ
lam-ma	làm ma
thu-phuc	thu phục
suy-xet	suy xét
ha-nhuc	hạ nhục
dai-mat	dại mặt
mat-van	mạt vận
tieu-nao	tiểu não
ba-gia	bà gia,bà già
hanh-lac	hành lạc
om-toi	ỏm tỏi
thong-thai	thông thái
dich-than	đích thân
xin-deu	xin đểu
noi-bo	nội bộ
dang-le	đáng lẽ
diet-vong	diệt vong
menh-mong	mênh mông
ngan-chan	ngăn chặn
truong-hop	trường hợp
dinh-co	dinh cơ
moi-do	mới đó
dao-mo	dao mổ,đào mỏ
ong-ong	ong ong,ong óng,ông ổng
troi-dat	trôi dạt,trời đất
de-bat	đề bạt
tin-tac	tin tặc
kiem-duyet	kiểm duyệt
suong-sa	suồng sã
dau-lau	đầu lâu
ca-troi	cá trôi
dan-thuy	dẫn thủy
anh-vu	anh vũ
pha-thoi	phá thối
tu-cu	tụ cư
benh-kin	bệnh kín
chuyen-mon	chuyên môn
tay-thien	tây thiên
dinh-duong	dinh dưỡng
don-dap	dồn dập
vua-roi	vừa rồi
binh-luan	bình luận
tong-ngong	tồng ngồng
doc-moc	độc mộc
thang-duot	thẳng đuột
chet-chet	chết chẹt
di-phep	đi phép
vu-bao	vũ bão
gac-lung	gác lửng
nao-nung	nao núng,não nùng
trang-suc	trang sức
cao-tang	cao tăng,cao tầng
tinh-tu	tinh tú,tình tứ,tính từ,tình tự
nhan-tin	nhắn tin
bi-bom	bì bõm
che-nhao	chế nhạo
thuc-bach	thúc bách
the-vang	thẻ vàng
nhan-tim	nhắn tìm
phai-dep	phái đẹp
nguoi-ngom	người ngợm
lo-to	lô tô
sam-uat	sầm uất
cua-kinh	cửa kính
dua-ca	đũa cả
thi-chinh	thị chính
phuong-vi	phượng vĩ
quan-ly	quản lý,quận lỵ
xa-dong	xả đông
nguong-nghiu	ngượng nghịu
phong-tuyen	phòng tuyến
tru-tuong	trừu tượng
nui-rung	núi rừng
ngoa-ngoat	ngoa ngoắt
nha-ong	nhà ống
quan-li	quản lí
tu-sua	tu sửa
rau-day	rau đay
doi-meo	đói meo
rung-nui	rừng núi
tuyet-chung	tuyệt chủng
vet-thuong	vết thương
trung-kien	trung kiên
trong-voi	trông vời
hoa-tai	hoa tai
chinh-phu	chính phủ
hu-doa	hù dọa
hoa-tan	hòa tan
them-vao	thèm vào
rang-dong	rạng đông
thoai-thoai	thoai thoải
hu-don	hư đốn
tron-xoay	tròn xoay
ca-hong	cá hồng
hoa-tay	hoa tay
le-the	lê thê
giao-tiep	giao tiếp
dong-tinh	đồng tình,đồng tính,động tình,động tĩnh
tham-len	thầm lén
gian-thu	gián thu
goc-quay	góc quay
hoa-tau	hòa tấu
dan-su	dân sự
coc-xe	coóc xê
chan-xich	chắn xích
thong-lung	thông lưng
duong-thai	dưỡng thai
tuan-lenh	tuân lệnh
cham-rai	chậm rãi
chinh-ngo	chính ngọ
truyen-kiep	truyền kiếp
duong-tieng	đường tiếng
thu-ki	thư kí
pho-do	phổ độ
muot-ma	mượt mà
don-chiec	đơn chiếc
nhe-hang	nhẹ hẫng
dan-so	dân số
ngau-nhien	ngẫu nhiên
cuoi-gop	cười góp
hoi-tu	hội tụ
cap-quang	cáp quang
hat-rong	hát rong
phong-bao	phong bao
phong-ban	phòng ban
luong-bong	lương bổng
tiep-lieu	tiếp liệu
dong-nu	đồng nữ
van-thien	ván thiên
tay-mat	tay mặt
liem-si	liêm sỉ
chua-chan	chứa chan
dot-kich	đột kích
mat-phang	mặt phẳng
phong-tung	phóng túng
lu-lac	lưu lạc
chua-chap	chứa chấp
sai-lac	sai lạc
luynh-quynh	luýnh quýnh
chua-chat	chua chát,chứa chất
nai-ep	nài ép
nuoi-tiec	nuối tiếc
chua-chay	chữa cháy
nguy-khon	nguy khốn
khoanh-khac	khoảnh khắc
dinh-bung	định bụng
xi-xoa	xí xóa
truy-na	truy nã
quang-cao	quảng cáo
rau-cau	rau câu
quang-ganh	quang gánh
to-lua	tơ lụa
ken-trong	kèn trống
nguyen-tu	nguyên tử
kho-cung	khô cứng
tot-doi	tốt đôi
cu-tuyet	cự tuyệt
hien-than	hiện thân
dan-xuyen	đạn xuyên
nguoc-lai	ngược lại
xoa-bop	xoa bóp
cu-tuyen	cử tuyển
phinh-pho	phỉnh phờ
dung-cai	đứng cái
thien-nghi	thiển nghĩ
mong-tuong	mộng tưởng
le-me	lề mề,lễ mễ
thue-mua	thuê mua
rau-can	rau cần
duong-nhua	đường nhựa
long-den	lòng đen
dac-khu	đặc khu
kien-thuc	kiến thức
nat-no	nạt nộ
hien-hau	hiền hậu
xuong-toc	xuống tóc
sanh-sanh	sanh sánh
thuy-nong	thủy nông
phe-duyet	phê duyệt
may-doa	máy doa
chat-dot	chất đốt
bo-tu	bỏ tù
gian-hang	gian hàng
tien-than	tiến thân,tiền thân
tay-nghe	tay nghề
tham-hiem	thám hiểm,thâm hiểm
danh-nhan	danh nhân
nghet-tho	nghẹt thở
vi-vay	vì vậy
chat-doc	chất độc
nguyen-mau	nguyên mẫu
dut-duoi	đứt đuôi
chuoi-mit	chuối mít
den-toi	đen tối,đền tội
thoi-van	thời vận
dai-mom	dài mồm
duong-luat	đường luật
dep-de	đẹp đẽ
top-ca	tốp ca
ly-su	lý sự
loa-lo	lõa lồ
cap-cum	cắp củm
danh-tu	danh từ
vua-phai	vừa phải
chinh-de	chính đề
co-dau	cô dâu,cọ dầu
tu-quy	tứ quý
co-dai	cổ đại
cai-troi	cải trời
dinh-tinh	định tinh,định tính
co-dan	co dãn
co-dao	cố đạo
dot-rap	đột rập
coi-tien	cõi tiên
hon-phach	hồn phách
luong-hoa	lượng hóa
that-thanh	thất thanh
tam-tit	tậm tịt
thoat-xac	thoát xác
chat-loc	chắt lọc
vong-tay	vòng tay
mau-tu	mẫu tử
moi-thau	mời thầu
thanh-thu	thành thử
vien-duong	viễn dương
mang-xuong	màng xương
so-duong	số dương
xanh-met	xanh mét
du-thuyen	du thuyền
than-ky	thần kỳ
mau-ta	mẫu ta
chat-lot	chắt lót
te-bac	tệ bạc
nho-hoc	nho học
gioi-nghiem	giới nghiêm
hinh-xuyen	hình xuyến
non-not	non nớt
hoa-xuong	hóa xương
cai-cay	cải cay
than-thich	thân thích
tien-loi	tiện lợi
bao-loan	bạo loạn
phim-truong	phim trường
rao-rao	rào rào,rào rạo
ca-rot	cà rốt
bao-hoang	bảo hoàng
dam-duong	đảm đương
ca-ron	cà ròn,cà rỡn
hanh-tien	hãnh tiến
uyen-bac	uyên bác
rao-rat	rào rạt
ghi-ban	ghi bàn
dua-chen	đua chen
lui-xui	lúi xùi
vo-chu	vô chủ
dong-thai	động thai,động thái
bat-ke	bất kể
cang-chan	cẳng chân
lam-vien	lâm viên
gau-lon	gấu lợn
ga-ra	ga ra
lam-viec	làm việc
ga-ro	ga rô
oai-nghiem	oai nghiêm
lo-thi	lỡ thì
bat-ki	bất kì
cu-tu	củ từ
giu-minh	giữ mình
ga-ri	gà ri
oi-khoi	oi khói
toi-luyen	tôi luyện
quang-dau	quang dầu
chuyen-van	chuyển vận,chuyện vãn
bat-ky	bất kỳ
thong-tu	thông tư
co-gau	cỏ gấu
bach-tuoc	bạch tuộc
cu-nhay	cù nhây,cù nhầy
day-to	đầy tớ
chay-vay	chạy vạy
tran-giu	trấn giữ
de-bao	đê bao
de-bai	đề bài
nghiem-chinh	nghiêm chỉnh
phuc-hoi	phục hồi
qui-hiem	quí hiếm
chung-vien	chủng viện
cu-nhan	cử nhân
hen-nao	hèn nào
chup-ech	chụp ếch
ca-ngan	cá ngần
ca-ngao	cá ngão
dia-vi	địa vị
do-lom	đỏ lòm
tang-thu	tàng thư
anh-kim	ánh kim
nguoc-xuoi	ngược xuôi
nu-tuong	nữ tướng
thoi-vu	thời vụ
ren-giua	rèn giũa
nhung-ke	nhung kẻ
dac-thang	đắc thắng
mun-cua	mùn cưa
qua-bo	quá bộ
tinh-hoa	tinh hoa
ho-hong	hơ hỏng
cua-xep	cửa xếp
ma-nao	mã não
benh-bong	bềnh bồng
bo-dang	bộ dạng
banh-tro	bánh tro
thanh-doan	thành đoàn
truot-bang	trượt băng
tru-sinh	trụ sinh
don-ca	đơn ca
dam-bay	dăm bảy
ngap-chim	ngập chìm
the-hinh	thể hình
mo-hinh	mô hình
di-cot	di cốt
khai-sinh	khai sinh
ac-mo	ác mỏ
lep-kep	lép kẹp,lẹp kẹp
dam-bao	dăm bào,đảm bảo
dam-hoi	dạm hỏi,đám hỏi,đám hội
han-gan	hàn gắn
canh-tranh	cạnh tranh
luoi-nhac	lười nhác
thuoc-sau	thuốc sâu
chung-dien	chưng diện
ha-nguon	hạ nguồn
thanh-canh	thanh cảnh
don-thoi	đồn thổi
chua-chung	chưa chừng
kiet-tac	kiệt tác
thuoc-sac	thuốc sắc
thoi-buoi	thời buổi
cau-khuan	cầu khuẩn
lay-giong	lấy giọng
sinh-menh	sinh mệnh
sung-huyet	sung huyết
bua-gio	búa gió
thua-gui	thưa gửi
xu-so	xứ sở
xet-nghiem	xét nghiệm
lam-duyen	làm duyên
gia-cay	giả cầy
tang-lop	tầng lớp
khat-khe	khắt khe
quam-quam	quăm quắm,quằm quặm
tam-rua	tắm rửa
ban-xu	bản xứ
be-can	bể cạn
them-that	thêm thắt
gia-cam	gia cầm
hong-kieu	hỏng kiểu
loi-doi	lõi đời
thi-gio	thì giờ
chom-hom	chồm hổm,chồm hỗm
khat-khu	khật khừ
vo-vang	võ vàng
nhieu-nhuong	nhiễu nhương
tien-hoa	tiến hóa
lap-lo	lấp ló,lập lờ
ao-tang	áo tang
hoi-long	hởi lòng
than-dieu	thần diệu
tong-luong	tổng lượng
pha-che	pha chế
buong-long	buông lỏng
hop-xuong	hợp xướng
cap-tien	cấp tiến
noi-cong	nội công
xin-que	xin quẻ
diu-hiu	đìu hiu
coi-noi	cơi nới
leu-long	lêu lổng
hot-nhien	hốt nhiên
toan-tong	toàn tòng
huong-lo	hương lộ
mua-le	mua lẻ
dau-tho	dầu thô
khuyen-lam	khuyến lâm
lien-lau	liến láu
rong-luong	rộng lượng
cui-duoc	củi đuốc
day-dac	dày đặc,dầy đặc
thuong-tho	thượng thọ
bat-bien	bất biến
khung-hoang	khủng hoảng
tiep-can	tiếp cận
cung-le	cúng lễ
uy-hiep	uy hiếp
dam-pha	đầm phá
ky-ro	kỵ rơ
day-dan	dày dạn,dày dặn,dây dẫn,dầy dạn,dầy dặn,đầy đặn
luoc-khao	lược khảo
gia-cang	già câng
day-dat	dây đất,dậy đất
ra-hong	rã họng
dich-may	dịch máy
bop-nghet	bóp nghẹt
lac-thu	lạc thú
gio-tro	giở trò
dang-phuong	đẳng phương
hoai-bao	hoài bão
ta-hoa	tá hỏa
xanh-ri	xanh rì
mat-lenh	mật lệnh
mo-hang	mở hàng
gio-chap	giỗ chạp
le-bo	lệ bộ
luom-thuom	luộm thuộm
tro-dua	trò đùa
heo-hut	heo hút
dui-mu	đui mù
tiep-cu	tiếp cứu
cao-tu	cáo từ
huyet-thanh	huyết thanh
do-den	đỏ đen,đỏ đèn
ne-ha	nề hà
noi-canh	nói cạnh
mat-dam	mật đàm
xuat-canh	xuất cảnh
xi-xom	xí xổm
nong-long	nóng lòng
xuat-hien	xuất hiện
xi-xon	xí xớn
phuc-hung	phục hưng
cui-lut	củi lụt
me-cuong	mê cuồng
bao-chua	bào chữa,bạo chúa
thong-tha	thong thả
khieu-kien	khiếu kiện
sam-si	sầm sì
vong-kieng	vòng kiềng
phi-tang	phi tang
danh-ngon	danh ngôn
ngoay-ngoay	ngoay ngoáy,ngoay ngoảy
nat-oc	nát óc
ba-cung	ba cùng
canh-ty	canh ty
hien-hu	hiện hữu
luong-dung	lưỡng dụng
te-thap	tê thấp
cui-lua	củi lửa
qua-trinh	quá trình
ban-dau	ban đầu
hoi-ham	hôi hám,hơi hám
la-chet	lá chét
ban-dap	bàn đạp
phan-van	phân vân
loi-loc	lợi lộc
nhan-cui	nhãn cùi
loi-lom	lồi lõm
bao-lon	bao lơn
tieng-tiec	tiêng tiếc
nam-mo	nam mô,nấm mỡ,nằm mơ
lui-hui	lúi húi,lụi hụi
ngoai-thuong	ngoại thương
thanh-thoi	thảnh thơi
canh-phan	cánh phấn
ti-nanh	tị nạnh
lu-ru	lù rù
thanh-thot	thánh thót
giam-hieu	giám hiệu
ngo-nguoc	ngỗ ngược
ban-dac	bàn đạc
khuyen-nghi	khuyến nghị
ban-dan	bán dẫn
ban-dao	bán dạo,bán đảo
thao-nguyen	thảo nguyên
nang-nuc	nắng nực
noi-dia	nội địa
cach-nhat	cách nhật
cum-cup	cum cúp,cùm cụp
quen-biet	quen biết
thue-muon	thuê mướn
buon-dau	buồn đau
gay-com	gầy còm
dong-con	động cỡn
bo-mam	bọ mắm
tan-mac	tản mác
phac-thao	phác thảo
gian-xao	gian xảo
nguyen-quan	nguyên quán
go-roi	gỡ rối
bo-mat	bọ mạt,bộ mặt
bo-mau	bờ mẫu
biet-may	biết mấy
tin-tuc	tin tức
tan-tien	tằn tiện
bo-may	bộ máy
luong-tuong	luông tuồng
tan-man	tản mạn,tần mần,tẩn mẩn
chieu-le	chiếu lệ
dieu-khien	điều khiển
xinh-dep	xinh đẹp
ich-xi	ích xì
go-ghe	gồ ghề
cau-keo	câu kéo
da-dit	đá đít
bat-tu	bạt tử,bất tử
khan-goi	khăn gói
ngoai-lai	ngoại lai
leu-lao	lếu láo
ro-moc	rơ moóc
ga-mo	gà mờ
hoa-phao	hỏa pháo
le-phep	lễ phép
hoa-pham	hóa phẩm
rang-sua	răng sữa
so-doan	sở đoản
ap-thue	áp thuế
trinh-bao	trình báo
vit-troi	vịt trời
hang-xach	hàng xách
cau-ket	câu kết,cấu kết
xieu-bat	xiêu bạt
sinh-dia	sinh địa
cau-khien	cầu khiến
thu-hinh	thu hình
mon-tron	mơn trớn
dau-nhot	dầu nhớt
trong-huech	trống huếch
bat-chap	bất chấp
dau-nhoi	đau nhói
chan-ghet	chán ghét
bat-chau	bát chậu
dau-nhon	dầu nhờn
lua-chon	lựa chọn
am-mu	âm mưu
may-khach	máy khách
hat-hoi	hắt hơi
cum-kep	cùm kẹp
roi-tung	rối tung
banh-chay	bánh chay
quan-doi	quân đội
de-thuong	dễ thương,dễ thường
phat-dat	phát đạt
thap-nuoc	tháp nước
khang-trang	khang trang
bu-bu	bứ bừ,bứ bự
nuong-tay	nương tay
tien-kiep	tiền kiếp
chong-nanh	chống nạnh
tong-hoi	tổng hội
dat-den	đất đèn
cong-phieu	công phiếu
vat-chung	vật chứng
nghia-dia	nghĩa địa
lao-ly	lao lý
nhac-vien	nhạc viện
khi-quyen	khí quyển
dau-vet	dấu vết
an-hoi	ăn hỏi
tinh-li	tỉnh lị
dia-he	đỉa hẹ
tinh-le	tỉnh lẻ
thuy-phan	thủy phân,thủy phận
bo-ray	bọ rầy
keo-lai	kéo lại
cay-go	cây gỗ
buot-tay	buột tay
banh-tom	bánh tôm
ruy-bang	ruy băng
banh-bao	bánh bao,bảnh bao
doc-thoai	dốc thoải,độc thoại
lam-sat	lạm sát
bo-doi	bỏ đời,bộ đội
tao-dung	tạo dựng
bo-rao	bờ rào
lung-thung	lùng thùng,lụng thụng,lững thững
ri-rao	rì rào
chu-bien	chủ biên
ri-ram	rì rầm
tin-nguong	tín ngưỡng
cung-com	cúng cơm
cuong-giap	cường giáp
tru-tac	trứ tác
an-nhip	ăn nhịp
cung-coi	cứng cỏi
thi-hieu	thị hiếu
biet-li	biệt li
de-muc	đề mục
mang-le	măng le
ngap-nghe	ngấp nghé
quy-trinh	quy trình
heo-mon	héo mòn
lam-tien	làm tiền
xenh-xang	xênh xang
bac-lot	bạc lót
kinh-phi	kinh phí
dich-van	địch vận
va-quet	va quệt
biet-ly	biệt ly
quoc-vuong	quốc vương
giat-gan	giật gân
ti-toet	tí toét
trong-trang	trong trắng,tròng trắng
su-pham	sư phạm
sat-hop	sát hợp
tan-xuan	tân xuân
an-lien	ăn liền
con-truot	con trượt
co-cung	cố cùng,cổ cứng
non-na	nõn nà
bien-tro	biến trở
xa-thu	xạ thủ
be-xi	bệ xí
ham-rang	hàm răng
rau-muong	rau muống
ba-soi	ba soi
qui-den	quĩ đen
khon-nguoi	khôn nguôi
san-lung	săn lùng
va-lay	vạ lây
voi-hoa	vôi hóa
tam-goi	tầm gởi,tắm gội
guong-sen	gương sen
chung-nhan	chứng nhận
chao-moi	chào mời
dai-ngo	đãi ngộ
dieu-kinh	điều kinh
den-cu	đèn cù
phoi-bo	phổi bò
xi-nhan	xi nhan
pha-cach	phá cách
tiet-khuan	tiệt khuẩn
pho-phac	phờ phạc
dinh-rep	đinh rệp
phan-phu	phần phụ
vong-co	vọng cổ
mau-huyet	máu huyết
rung-ru	rừng rú
khac-khoai	khắc khoải
man-di	man di
cam-lai	cẩm lai
may-sao	may sao
may-san	may sẵn
nhac-nhe	nhạc nhẹ
map-mo	mấp mô,mập mờ
phan-gian	phản gián
qui-quai	quỉ quái
loi-cuon	lôi cuốn
suong-muoi	sương muối
may-say	máy sấy
nong-noc	nòng nọc
nguyen-ngu	nguyên ngữ
man-nguyen	mãn nguyện
nong-noi	nông nổi,nông nỗi
dau-oi	đầu ối
diet-trung	diệt trùng
chu-minh	chú mình
niem-yet	niêm yết
vi-luong	vi lượng
han-ngach	hạn ngạch
qui-luy	quị lụy
tin-nhiem	tín nhiệm
nao-la	nào là
phan-vien	phân viện
gan-bo	gắn bó
duoc-the	được thể
noi-nghiep	nối nghiệp
lan-at	lấn át
hop-tang	hợp táng
noi-kheo	nói khéo
phuong-sach	phương sách
chu-dong	chủ động
da-mu	đa mưu
te-dai	tê dại
bap-benh	bấp bênh,bập bênh,bập bềnh
toan-van	toàn văn
tron-oc	trôn ốc
toen-hoen	toen hoẻn
trao-tang	trao tặng
boi-loi	bơi lội,bời lời
nong-na	nồng nã
beo-ong	bèo ong
ninh-nich	ninh ních,nình nịch
lam-lem	lấm lem
cau-vong	cầu vồng
ti-ba	tì bà
mo-ma	mồ ma,mồ mả
lam-let	lấm lét
thuong-vu	thương vụ,thường vụ
com-ao	cơm áo
den-dua	đen đúa
vong-dai	vòng đai
thuong-ky	thường kỳ
cao-bang	cào bằng,Cao Bằng
dan-dai	đần dại
muoi-tieu	muối tiêu
nha-tu	nhà tu,nhà tù
sac-lenh	sắc lệnh
kinh-thuoc	kính thuốc
giong-mot	gióng một
thi-luc	thị lực
tich-bien	tịch biên
tang-tru	tàng trữ
nheu-nhao	nhếu nháo
tac-trach	tắc trách
rot-rao	rốt ráo
thach-cuoi	thách cưới
sang-khoai	sảng khoái
chan-tai	chân tài
bao-phu	bao phủ
khoai-so	khoai sọ
cach-chuc	cách chức
cat-dat	cắt đặt
hieu-suat	hiệu suất
than-chinh	thân chinh
tran-gian	trần gian
chan-chien	chăn chiên
pha-binh	phá bĩnh
ban-on	ban ơn
lan-mo	lần mò
khiem-khuyet	khiếm khuyết
cat-dam	cất đám
dong-nang	động năng
bang-lan	băng lăn
truc-senh	trúc sênh
lam-on	làm ơn
vinh-biet	vĩnh biệt
ly-tam	ly tâm
da-danh	đã đành
kem-nhem	kèm nhèm
da-dang	đa dạng
quan-dang	quan dạng
an-day	ăn dày
be-khoa	bẻ khóa
rang-buoc	ràng buộc
bo-net	bọ nẹt
tap-hoa	tạp hóa
thung-thung	thùng thùng
coi-am	cõi âm
bay-lau	bấy lâu
thap-phuong	thập phương
xuong-lo	xuống lỗ
tam-xoan	tám xoan
tron-tuot	trơn tuột
xuat-quan	xuất quân
da-the	đa thê
cam-do	cám dỗ,cầm đồ
diu-dat	dìu dắt,dìu dặt
ca-tram	cá trắm
so-khai	sơ khai
nhay-mui	nhảy mũi
so-khao	sơ khảo
hop-so	hộp số,hợp số
han-hoan	hân hoan
oang-oang	oang oang
nang-ganh	nặng gánh
ca-trac	cá trác
tham-thuong	thảm thương
thong-dung	thông dụng
nghich-dao	nghịch đảo
xu-li	xử lí
bam-bach	bậm bạch
phap-li	pháp lí
mong-dinh	mỏng dính
ca-trau	cá tràu
hang-xao	hàng xáo
cap-nuoc	cấp nước
phoi-che	phối chế
tinh-dien	tĩnh điện
ha-be	hạ bệ
bang-keo	băng keo
tho-so	thô sơ
kinh-doanh	kinh doanh
nghia-ly	nghĩa lý
thung-thinh	thùng thình
sa-nhan	sa nhân
thien-chi	thiện chí
noi-tuong	nói tướng
su-ba	sư bà
doi-ngoai	đối ngoại
ki-cuong	kỉ cương
dien-cham	điện châm
nu-chua	nữ chúa
nghia-li	nghĩa lí
dau-an	dấu ấn
lan-truyen	lan truyền
liem-khiet	liêm khiết
tuong-mao	tướng mạo
voice-chat	voice chat
nghia-la	nghĩa là
can-tay	cân tay,cần tây
benh-bech	bềnh bệch
chi-trich	chỉ trích
nghi-trang	nghi trang
hut-mat	hút mật
cua-no	của nợ
don-thuy	độn thủy
thuyet-minh	thuyết minh
khong-phai	không phải
bun-cha	bún chả
sao-rong	sáo rỗng
ghe-treo	ghế tréo
thuc-loi	thực lợi
phoi-ao	phơi áo
lai-mam	lại mâm
le-loi	le lói,lẻ loi,lề lối
tham-tan	tham tán
can-tac	cẩn tắc
nham-nghien	nhắm nghiền
ly-dich	lý dịch
nghi-vien	nghị viện
but-long	bút lông
khoi-sac	khởi sắc
bang-phang	bằng phẳng
xac-xao	xạc xào
nha-mo	nhà mồ
nang-rao	nắng ráo
ha-bi	hạ bì
bop-chet	bóp chẹt,bóp chết
tham-tam	thâm tâm
xuat-hanh	xuất hành
qua-quit	qua quít
dien-tich	diện tích,điển tích,điện tích
bao-yen	báo yên
ngoai-pham	ngoại phạm
bao-cong	báo công
bat-mang	bạt mạng
xu-ly	xử lý
dien-li	điện li
ti-hi	ti hí
an-mon	ăn mòn
kheo-mom	khéo mồm
coi-trong	coi trọng
doan-menh	đoản mệnh
hop-mat	họp mặt
tau-cham	tàu chậm
chu-luc	chủ lực
duong-thoi	đương thời
so-kiep	số kiếp
thuc-don	thực đơn
cuoi-gan	cười gằn
hien-duc	hiền đức
ky-gia	ký giả
nguyen-hinh	nguyên hình
hoa-hoi	hóa hơi
ngoai-toc	ngoại tộc
khan-khua	khấn khứa
toan-nang	toàn năng
thua-lo	thua lỗ
nha-giao	nhà giáo
che-lap	che lấp
dau-phong	dầu phộng,đậu phộng
nhut-nhat	nhút nhát
long-oc	lộng óc
gang-trau	găng trâu
sao-hoa	Sao Hỏa
tam-doi	tám đời
chien-dau	chiến đấu
bat-minh	bất minh
dac-luc	đắc lực
chac-nich	chắc nịch
hoan-xung	hoãn xung
tuyen-ngon	tuyên ngôn
dong-am	đồng âm
co-cho	cờ chó
che-lam	chè lam
giao-quyet	giảo quyệt
co-hoc	có học,cơ học
bua-vay	bủa vây
cong-minh	công minh
thuy-tinh	thủy tinh,thuỷ tinh
cuoi-ket	cuội kết
thuy-loi	thủy lôi,thủy lợi,thuỷ lợi,thuỷ lôi
trai-dat	Trái Đất
phai-yeu	phái yếu
duong-loi	đường lối
up-mo	úp mở
vet-tich	vết tích
dai-nghia	đại nghĩa
kieng-de	kiêng dè
dien-trai	điển trai
lu-ong	lũ ống
mia-de	mía de
triet-ha	triệt hạ
mua-si	mua sỉ
giat-no	giật nợ
mat-trom	mất trộm
thien-tinh	thiên tính
tan-dong	tán đồng
nhu-da	nhũ đá
ca-sau	cá sấu
ca-sat	cá sặt
tong-tinh	tống tình
giai-cu	giải cứu
